0,0.60211999,0.401997543
1,0.604500739,0.401723686
1,0.405115722,0.44793548
1,0.495293621,0.306242264
1,0.413739836,0.416173065
1,0.443291312,0.418216518
1,0.450992312,0.393121934
1,0.528782481,0.467538444
1,0.510119314,0.442765842
1,0.482137585,0.466628889
1,0.561692411,0.479308459
1,0.43483809,0.427914247
1,0.405115722,0.412240601
1,0.43483809,0.338414818
1,0.38293509,0.523699078
1,0.610474258,0.383524247
1,0.415983118,0.380704536
1,0.554654767,0.421415103
1,0.57010593,0.493566843
1,0.405115722,0.432011947
1,0.511254835,0.384184258
1,0.460484845,0.412671631
1,0.617365618,0.422472423
1,0.394394856,0.437964733
1,0.466304831,0.498395338
1,0.480610618,0.301502462
1,0.47212112,0.383877494
1,0.444401715,0.350327605
1,0.543052864,0.395709548
1,0.608500079,0.380704536
1,0.494489518,0.379436972
1,0.519448581,0.476559379
1,0.405652196,0.376688631
1,0.445454525,0.399451724
1,0.543052864,0.373464228
1,0.570850642,0.389535576
1,0.447135796,0.467110649
1,0.413739836,0.549204384
1,0.519403046,0.349476327
1,0.437351761,0.36228409
1,0.676548906,0.351624469
1,0.460541281,0.446071584
1,0.495293621,0.353000688
1,0.545230294,0.491828704
1,0.447135796,0.467133519
1,0.606816327,0.37425994
1,0.537503904,0.413237884
1,0.547324832,0.466826993
1,0.494357324,0.394127577
1,0.462643183,0.291539727
1,0.405115722,0.411448143
1,0.615372256,0.399451724
1,0.419674279,0.405031298
1,0.531612769,0.409292117
1,0.582918458,0.44974631
1,0.636287224,0.403784235
1,0.425124658,0.446732968
1,0.473346541,0.372232889
1,0.419125893,0.294053193
1,0.662493161,0.366820788
1,0.599660358,0.377593082
1,0.427446571,0.331351565
1,0.64068403,0.420692588
1,0.401486711,0.369535728
1,0.428702263,0.452789477
1,0.528782481,0.568491815
1,0.425124658,0.345063467
1,0.524969055,0.421973968
1,0.525497119,0.320919611
1,0.503381236,0.412110495
1,0.573019828,0.464517526
1,0.639248489,0.415517083
1,0.407901717,0.387294172
1,0.578658188,0.491468882
1,0.476248227,0.333596877
1,0.451934553,0.307902094
